X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,DEPARTAMEN,MUNICIPIO,RED,CODIGO_EST,TIPO,SUB_SEC,NIVEL,INSTITUCIO,AMBITO,ZONA_O_BAR,DIRECCION_,HORARO_DE_,HORARIO,No_CAMAS_E,No_CAMAS_O,No_CAMAS_I,No_CAMAS_U,No_CAMAS_1,No_MEDICO_,No_LIC_ENF,No_AUX_ENF,No_MEDIC_1,No_LIC_E_1,No_AUX_E_1,TOTAL_MEDI,TOTAL_LIC_,TOTAL_AUX_,TOTAL_RR_H,OTROS_RRHH,OTROS_RR_1,TOTAL_RR_1,TELEFONO_E,NOMBRE_DIR,CELULAR_RE,POBLAC_PRO,LATITUD,LONGITUD,layer,path,icon_url
-66.29636,-20.94735378,SIETE SUYOS,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: ATOCHA                        <br>RED: TUPIZA                   <br>CODIGO_ESTABLECIMIENTO: 500583<br>TIPO: PUESTO DE SALUD          <br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION:,,,,,"-1","0","-1",,,POTOSI,ATOCHA,TUPIZA,"500583.0",PUESTO DE SALUD,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,BARRIO PERFORISTA,S/C,24 Hrs.,CONTINUO,"1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","26949108",HERNAN MEDRANO MAMANI,,"51903.0","-20.94735378","-66.29636",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-67.22159,-21.25724,VILAMA,"DEPARTAMENTO: POTOSI    <br>MUNICIPIO: COLCHA ""K""                    <br>RED: UYUNI                    <br>CODIGO_ESTABLECIMIENTO: 500586<br>TIPO: PUESTO DE SALUD          <br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION:",,,,,"-1","0","-1",,,POTOSI,"COLCHA ""K""",UYUNI,"500586.0",PUESTO DE SALUD,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,ZONA SUD,C/VALDIVIA / POR VENIR,24 Hrs.,CONTINUO,"0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",S/T,CELIO SANTOS CALCINA SALVATIERRA,,"51903.0","-21.25724","-67.22159",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-65.3324,-19.3483,VILA VILA,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: SACACA                        <br>RED: SACACA                   <br>CODIGO_ESTABLECIMIENTO: 500587<br>TIPO: PUESTO DE SALUD          <br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION:,,,,,"-1","0","-1",,,POTOSI,SACACA,SACACA,"500587.0",PUESTO DE SALUD,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,VILA VILA,S/N,24 Hrs.,CONTINUO,"0.0","0.0","1.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","0.0","0.0",S/T,ARMENGOL WILSON BURGOA COCA,,"51903.0","-19.3483","-65.33240",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-66.3534,-21.5333,VILUYO,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: TOMAVE                        <br>RED: POTOSI (RURAL)           <br>CODIGO_ESTABLECIMIENTO: 500592<br>TIPO: PUESTO DE SALUD          <br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION:,,,,,"-1","0","-1",,,POTOSI,TOMAVE,POTOSI (RURAL),"500592.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,VILUYO,VILUYO,24 Hrs.,CONTINUO,"2.0","0.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",S/T,DAVID MAMANI SANTOS,,"51903.0","-21.5333","-66.35340",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-65.61595,-22.09149,OJO DE AGUA,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: VILLAZON                      <br>RED: VILLAZON                 <br>CODIGO_ESTABLECIMIENTO: 500597<br>TIPO: PUESTO DE SALUD          <br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION:,,,,,"-1","0","-1",,,POTOSI,VILLAZON,VILLAZON,"500597.0",PUESTO DE SALUD,Público,1er NIVEL,C.C.H. - (Ministerio),R,COMUNIDAD OJO DE AGUA OJO DE AGUA,,6 Hrs.,DISCONTINUO,"1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","5965119",OMAR OCAÑA ROCHA,,"51903.0","-22.09149","-65.61595",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-65.61558,-19.1131,CONDES,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: TACOBAMBA                     <br>RED: POTOSI (RURAL)           <br>CODIGO_ESTABLECIMIENTO: 500598<br>TIPO: PUESTO DE SALUD          <br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION:,,,,,"-1","0","-1",,,POTOSI,TACOBAMBA,POTOSI (RURAL),"500598.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,CONDES,CONDES,24 Hrs.,CONTINUO,"1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","72401579",ENRIQUE CASANOVA MAMANI,,"51903.0","-19.1131","-65.61558",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-66.58295,-18.423952,ZAPACARI,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: SAN PEDRO DE BUENA VISTA      <br>RED: SACACA                   <br>CODIGO_ESTABLECIMIENTO: 500600<br>TIPO: PUESTO DE SALUD          <br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION:,,,,,"-1","0","-1",,,POTOSI,SAN PEDRO DE BUENA VISTA,SACACA,"500600.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,ZAPACARI,ZAPACARI,24 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","71482827",SANDRO CHOQUE PEREZ,,"51903.0","-18.423952","-66.58295",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-65.59198,-22.088776,CLINICA MONTECINOS,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: VILLAZON                      <br>RED: VILLAZON                 <br>CODIGO_ESTABLECIMIENTO: 500605<br>TIPO: C.S. INTEGRAL<br>SUB_SEC: Organismos Privados           <br>NIVEL: 1er NIVEL <br>INSTITUCION: Entidades Pri,,,,,"-1","0","-1",,,POTOSI,VILLAZON,VILLAZON,"500605.0",C.S. INTEGRAL,Organismos Privados,1er NIVEL,Entidades Privadas,U,PARQUE 2,C/ORURO N°  474,24 Hrs.,CONTINUO,"1.0","2.0","10.0","0.0","0.0","0.0","0.0","0.0","3.0","2.0","1.0","3.0","2.0","1.0","6.0","0.0","5.0","5.0","5973510",JOSE LUIS MONTECINOS CAMPOS,,"51903.0","-22.088776","-65.59198",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-66.42632,-18.536439,LAGUNILLAS,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: UNCIA                         <br>RED: UNCIA                    <br>CODIGO_ESTABLECIMIENTO: 500606<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: C.C.H,,,,,"-1","0","-1",,,POTOSI,UNCIA,UNCIA,"500606.0",C.S. CON INTERNACION,Público,1er NIVEL,C.C.H. - (Ministerio),R,LAGUNILLAS,AVENIDA DIAGONAL JAIME MENDOZA,24 Hrs.,CONTINUO,"0.0","1.0","2.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","2.0","3.0","0.0","0.0","0.0",S/T,CECILIA PORCO FIESTA,,"51903.0","-18.536439","-66.42632",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-65.76156,-19.58951,"CENTRO DE AISLAMIENTO COVID-19 ""PARYORKO""",DEPARTAMENTO: POTOSI    <br>MUNICIPIO: POTOSI                        <br>RED: POTOSI (URBANO)          <br>CODIGO_ESTABLECIMIENTO: 500612<br>TIPO: C. CARACTERISTICAS PART.<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: G,,,,,"-1","0","-1",,,POTOSI,POTOSI,POTOSI (URBANO),"500612.0",C. CARACTERISTICAS PART.,Público,1er NIVEL,G.A.D.,U,Z/PARY ORCKO MIRADOR,AV. TINKUY,24 Hrs.,CONTINUO,"0.0","0.0","50.0","0.0","0.0","0.0","0.0","0.0","11.0","8.0","7.0","11.0","8.0","7.0","26.0","0.0","30.0","30.0",62-23140,DENNIS ROBERTO GUERRA MAMANI,,"12849.0","-19.58951","-65.76156",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-65.73253,-19.553624,KARACHIPAMPA,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: POTOSI                        <br>RED: POTOSI (URBANO)          <br>CODIGO_ESTABLECIMIENTO: 500621<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: G.A.D.,,,,,"-1","0","-1",,,POTOSI,POTOSI,POTOSI (URBANO),"500621.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.D.,R,KARACHIPAMPA,KARACHIPAMPA,8 Hrs.,DISCONTINUO,"0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","2.0","2.0","1.0","0.0","3.0","4.0","0.0","2.0","2.0",S/T,ROLANDO ULISES MERCADO MILLARES,,"12849.0","-19.553624","-65.73253",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-66.30119,-18.592852,BELEN,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: CHUQUIHUTA AYLLU JUCUMANI     <br>RED: UNCIA                    <br>CODIGO_ESTABLECIMIENTO: 500622<br>TIPO: PUESTO DE SALUD          <br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION:,,,,,"-1","0","-1",,,POTOSI,CHUQUIHUTA AYLLU JUCUMANI,UNCIA,"500622.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,BELEN,S/N,24 Hrs.,CONTINUO,"0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","672526738",ANA GABRIELA FLORES MONTAñO,,"12849.0","-18.592852","-66.30119",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-65.59299,-22.0905246,C.S. MARIA ISABEL,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: VILLAZON                      <br>RED: VILLAZON                 <br>CODIGO_ESTABLECIMIENTO: 500623<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Organismos Privados           <br>NIVEL: 1er NIVEL <br>INSTITUCION: Entida,,,,,"-1","0","-1",,,POTOSI,VILLAZON,VILLAZON,"500623.0",C.S. CON INTERNACION,Organismos Privados,1er NIVEL,Entidades Privadas,R,Z/CENTRAL,C /TARIJA  N°385,24 Hrs.,CONTINUO,"1.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","2.0","1.0","4.0","0.0","0.0","0.0","67938384",MARISABEL TIÑINI RUFINO,,"12849.0","-22.0905246","-65.59299",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-66.52667,-20.18665,CLINICA S.P. SUMAJ RIJCHARIY S.R.L.,DEPARTAMENTO: POTOSI    <br>MUNICIPIO: UYUNI                         <br>RED: UYUNI                    <br>CODIGO_ESTABLECIMIENTO: 500625<br>TIPO: C.S. INTEGRAL<br>SUB_SEC: Organismos Privados           <br>NIVEL: 1er NIVEL <br>INSTITUCION: Entidades Pri,,,,,"-1","0","-1",,,POTOSI,UYUNI,UYUNI,"500625.0",C.S. INTEGRAL,Organismos Privados,1er NIVEL,Entidades Privadas,U,11 DE JULIO,SEPTIEMBRE /PERU,24 Hrs.,CONTINUO,"4.0","2.0","6.0","0.0","0.0","0.0","0.0","0.0","3.0","1.0","1.0","3.0","1.0","1.0","5.0","0.0","15.0","15.0","6932645",REYNALDO LEONEL COPA VALDA,,"12849.0","-20.18665","-66.52667",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./6.png
-63.15648,-17.7672957,DR. RIÑON CENTRO MEDICO ESPECIALIZADO  DIALYEMS S.R.L,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED NORTE                <br>CODIGO_ESTABLECIMIENTO: 700724<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Organismos Privados           <br>NIVEL: 1er NIVEL <br>INSTITUCION: Entidades,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED NORTE,"700724.0",C.S. AMBULATORIO,Organismos Privados,1er NIVEL,Entidades Privadas,U,URB. VICTORIA,AV. JAPON 3ER ANILLO EXTERNO,12 Hrs.,CONTINUO,"2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","4.0","2.0","0.0","4.0","6.0","0.0","3.0","3.0","3531350",DANIEL ALEJANDRO MOLINA COMBONI,,"956732.0","-17.7672957","-63.15648",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.20987,-17.774263,PERPETUO SOCORRO,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED CENTRO               <br>CODIGO_ESTABLECIMIENTO: 700007<br>TIPO: C.S. INTEGRAL<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERIO D,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED CENTRO,"700007.0",C.S. INTEGRAL,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,LOS CHINOS,Dr. WALTER SUAREZ,24 Hrs.,CONTINUO,"0.0","0.0","11.0","0.0","0.0","14.0","2.0","7.0","10.0","2.0","3.0","24.0","4.0","10.0","38.0","10.0","14.0","24.0","3526882",SANGUINO JACOBO,,"1903398.0","-17.774263","-63.20987",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.18633,-17.766199,ROQUE AGUILERA,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED CENTRO               <br>CODIGO_ESTABLECIMIENTO: 700008<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED CENTRO,"700008.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,BARRIO MAC DONALD  Uv 36,C/VACA GUZMAN,12 Hrs.,DISCONTINUO,"0.0","0.0","0.0","0.0","0.0","6.0","1.0","4.0","4.0","0.0","0.0","10.0","1.0","4.0","15.0","6.0","3.0","9.0",3-338393,ALEJANDRO SUAREZ MENDOZA,,"1903398.0","-17.766199","-63.18633",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.1715,-17.737141,ANITA SUAREZ DE LEIGUE,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED NORTE                <br>CODIGO_ESTABLECIMIENTO: 700009<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED NORTE,"700009.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,"B/FERBO 5to ANILLO ,Z/NORTE",C/SAN JOSE,12 Hrs.,CONTINUO,"1.0","2.0","0.0","0.0","0.0","2.0","1.0","4.0","8.0","0.0","3.0","10.0","1.0","7.0","18.0","4.0","5.0","9.0","3433175",MARIA SILVANA CORTEZ,,"1903398.0","-17.737141","-63.17150",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.19794,-17.770261,WILLE LEMAITRE,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED CENTRO               <br>CODIGO_ESTABLECIMIENTO: 700010<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED CENTRO,"700010.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,BARRIO EQUIPETROL,C/NICOLAS ORTIZ,12 Hrs.,DISCONTINUO,"0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0",3-338393,IVETTE ROSANGELA RIVERA BONARDI,,"1903398.0","-17.770261","-63.19794",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.20055,-17.781901,SAN LUIS,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED CENTRO               <br>CODIGO_ESTABLECIMIENTO: 700011<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED CENTRO,"700011.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,BARRIO SAN LUIS,C/BIBOSI /CALLE TUCABACA Y C/BERMEJO,24 Hrs.,CONTINUO,"1.0","4.0","4.0","0.0","0.0","3.0","1.0","6.0","6.0","0.0","3.0","9.0","1.0","9.0","19.0","1.0","8.0","9.0",3-338393,PERALTA ALCOBA,,"1903398.0","-17.781901","-63.20055",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.18171,-17.74736,VIRGEN DE COTOCA,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED CENTRO               <br>CODIGO_ESTABLECIMIENTO: 700012<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED CENTRO,"700012.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,B/VILLA NORTE,C/SAN PEDRO N°100,12 Hrs.,DISCONTINUO,"0.0","2.0","0.0","0.0","0.0","7.0","2.0","4.0","6.0","0.0","1.0","13.0","2.0","5.0","20.0","2.0","4.0","6.0","33526976",JESSICA EVANGELINA MELGAR,,"1903398.0","-17.74736","-63.18171",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.15586,-17.732879,POCHOLA TRAPERO,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED NORTE                <br>CODIGO_ESTABLECIMIENTO: 700013<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED NORTE,"700013.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,CLARACUTA,S/N,12 Hrs.,CONTINUO,"1.0","0.0","0.0","0.0","0.0","7.0","1.0","4.0","2.0","0.0","2.0","9.0","1.0","6.0","16.0","5.0","3.0","8.0","3433175",VICTOR HUGO BALCAZAR JUSTINIANO,,"1903398.0","-17.732879","-63.15586",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.16678,-17.813192,EL PAJONAL,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED ESTE                 <br>CODIGO_ESTABLECIMIENTO: 700015<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED ESTE,"700015.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,EL PAJONAL,C/9 CABEZAS,12 Hrs.,DISCONTINUO,"1.0","1.0","0.0","0.0","0.0","3.0","0.0","4.0","0.0","1.0","0.0","3.0","1.0","4.0","8.0","7.0","2.0","9.0","3582246",MIRCO VILLARROEL,,"1903398.0","-17.813192","-63.16678",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.17926,-17.870622,PEDRO DIEZ,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED SUD                  <br>CODIGO_ESTABLECIMIENTO: 700017<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED SUD,"700017.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,"Z/LOS LOTES, B/PEDRO DIEZ",C/10,12 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","9.0","1.0","4.0","2.0","0.0","0.0","11.0","1.0","4.0","16.0","3.0","7.0","10.0","3227909",NAIR CUELLAR,,"1903398.0","-17.870622","-63.17926",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.21069,-17.827127,ANTOFAGASTA,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED SUD                  <br>CODIGO_ESTABLECIMIENTO: 700020<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED SUD,"700020.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,ANTOFAGASTA,AV TOCOPILLA,12 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","2.0","1.0","4.0","3.0","1.0","0.0","5.0","2.0","4.0","11.0","3.0","8.0","11.0","3580418",ROSE MARIBEL HILARI CHOQUE,,"1903398.0","-17.827127","-63.21069",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.2153,-17.8487,TIERRAS NUEVAS,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED SUD                  <br>CODIGO_ESTABLECIMIENTO: 700021<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED SUD,"700021.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,B/TIERRAS NUEVAS,AV.MOSCU/ 7 y 8vo ANILLO,12 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","4.0","0.0","2.0","6.0","1.0","4.0","11.0","3.0","4.0","7.0","3536010",GUIVER GALEAN MELGAR,,"1903398.0","-17.8487","-63.21530",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.19411,-17.85891,LAS AMERICAS,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED SUD                  <br>CODIGO_ESTABLECIMIENTO: 700022<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED SUD,"700022.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,B/LAS AMERICAS,AV. SUDAMERICANA,12 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","6.0","2.0","3.0","4.0","0.0","0.0","10.0","2.0","3.0","15.0","2.0","6.0","8.0","33569332",EVELIN AYALA ORTUÑO,,"1903398.0","-17.85891","-63.19411",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.17252,-17.803256,ELVIRA WUNDERLICH,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED CENTRO               <br>CODIGO_ESTABLECIMIENTO: 700024<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERI,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED CENTRO,"700024.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,BARRIO RAMAFA,C/ VILLAMONTES,24 Hrs.,CONTINUO,"1.0","4.0","12.0","0.0","0.0","4.0","0.0","4.0","12.0","2.0","1.0","16.0","2.0","5.0","23.0","10.0","12.0","22.0",3-338393,BRIAN MARTIN RALDE PACHECO,,"1903398.0","-17.803256","-63.17252",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
-63.19783,-17.787964,SANTA ROSITA,DEPARTAMENTO: SANTA CRUZ<br>MUNICIPIO: SANTA CRUZ DE LA SIERRA       <br>RED: RED CENTRO               <br>CODIGO_ESTABLECIMIENTO: 700025<br>TIPO: C.S. INTEGRAL<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: MINISTERIO D,,,,,"-1","0","-1",,,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,RED CENTRO,"700025.0",C.S. INTEGRAL,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,U,S/D,S/D,S/D,S/D,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",S/T,S/D,,"1903398.0","-17.787964","-63.19783",migra2_1ernivel,D:\SIGDGGH\mapas\migra2_1ernivel.shp,./7.png
